doorcardID,username,doorcardname,doorstartdate,doorenddate,doorterm,college,_reject_reason
13505,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8654,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8656,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8665,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8666,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8687,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8688,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8720,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8736,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8776,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13554,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8790,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8844,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8853,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13582,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13603,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13604,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13605,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8910,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8925,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13614,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13615,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13629,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13634,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
15411,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
8992,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9044,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13649,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9075,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9098,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13669,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
14403,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9131,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13688,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13706,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
16422,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9238,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13718,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13722,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9316,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13755,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13759,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13760,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9333,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9381,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9399,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9403,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9404,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9457,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9469,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9471,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9498,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9515,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13813,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13825,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13826,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9574,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9603,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9616,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9628,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9649,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
16016,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9678,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9683,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9708,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9751,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9752,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
15201,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9844,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9856,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9870,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13927,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9881,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9882,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9904,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
9916,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13959,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13982,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
13999,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
