doorcardID,username,doorcardname,doorstartdate,doorenddate,doorterm,college,_reject_reason
17292,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17302,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17304,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17335,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17364,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17405,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17425,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17426,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17433,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17441,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17444,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17445,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17462,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17463,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17464,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17480,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17482,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17489,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17491,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17496,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17503,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18287,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17552,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17559,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17565,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17575,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17580,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18064,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17604,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17605,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17652,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17670,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17689,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17731,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17765,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17818,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17819,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
20302,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17826,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17827,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17840,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17846,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17848,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17862,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17871,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17873,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17881,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17900,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17904,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17908,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17919,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17930,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17939,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17943,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17955,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17961,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18341,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18476,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
17993,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18001,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18033,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18040,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18052,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18068,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18085,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18086,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18122,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18126,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18148,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18153,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18157,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18167,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18187,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18214,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18217,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18221,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18240,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
18250,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
23775,,,,,,,"
Invalid `prisma.doorcard.create()` invocation in
/Users/besnyib/next-doorcard/scripts/import-legacy.ts:430:65

  427 // Create doorcards individually to get IDs for mapping
  428 for (const doorcard of batch) {
  429   try {
→ 430     const createdDoorcard = await prisma.doorcard.create(
Unique constraint failed on the fields: (`userId`,`college`,`term`,`year`,`isActive`)"
